FECHA,DISPOSITIVO,TIEMPO DE SESION,TRAFICO DE SUBIDA,TRAFICO BAJADA,SESIONES,USUARIOS,ID ZONA,NOMBRE ZONA,MUNICIPIO
31/10/2021,34fa9f245c70,17879,22,612,18,12,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
31/10/2021,34fa9f24fe40,14084,29,302,19,8,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
31/10/2021,34fa9f2441d0,5485,9,237,22,5,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
31/10/2021,34fa9f250430,12065,19,502,22,9,1664,7652008002_Valle del Cauca_Palmira_Parque san,PALMIRA
31/10/2021,34fa9f253750,12428,9,256,22,10,1682,7689208002_Valle del Cauca_Yumbo_IMDERTY,YUMBO
31/10/2021,34fa9f255690,13693,1047,290,24,11,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
31/10/2021,34fa9f249950,31722,110,1075,27,18,1645,7613008002_Valle del Cauca_Candelaria_Poblado,CANDELARIA
31/10/2021,34fa9f251150,6392,14,60,27,5,1653,7630608002_Valle del Cauca_Ginebra_Parque del,GINEBRA
31/10/2021,34fa9f252d00,64746,116,922,36,29,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
01/11/2021,34fa9f254a60,127640,709,5131,125,47,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
01/11/2021,34fa9f2523d0,100607,152,1736,64,40,1633,7614708001_Valle del Cauca_Cartago_Plaza de M,CARTAGO
01/11/2021,34fa9f252d00,52032,288,1845,63,29,1635,7614708003_Valle del Cauca_Cartago_casa del v,CARTAGO
01/11/2021,34fa9f248c40,203224,491,7879,199,75,1641,7610908001_Valle del Cauca_Buenaventura_Muell,BUENAVENTURA
01/11/2021,34fa9f252a10,37328,226,1336,102,36,1642,7612208001_Valle del Cauca_Caicedonia_Parque,CAICEDONIA
01/11/2021,34fa9f250860,39888,56,446,86,36,1642,7612208001_Valle del Cauca_Caicedonia_Parque,CAICEDONIA
01/11/2021,34fa9f253750,67285,149,3898,74,28,1682,7689208002_Valle del Cauca_Yumbo_IMDERTY,YUMBO
01/11/2021,34fa9f247060,19740,49,1240,58,16,1682,7689208002_Valle del Cauca_Yumbo_IMDERTY,YUMBO
01/11/2021,34fa9f248ae0,66096,214,4587,708,34,1683,7649708002_Obando_Villa Europa,OBANDO
01/11/2021,34fa9f247760,69923,284,3625,78,36,1683,7649708002_Obando_Villa Europa,OBANDO
01/11/2021,34fa9f2534a0,33151,58,708,143,36,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
01/11/2021,34fa9f247f70,53649,125,2529,180,44,1685,7689508001_Valle del Cauca_Zarzal_Parque san,ZARZAL
01/11/2021,34fa9f248b40,62060,131,3607,59,31,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
01/11/2021,34fa9f247020,26024,38,982,46,22,1686,7689208001_Valle del Cauca_Yumbo_Guadalupe,YUMBO
01/11/2021,8c7a151ae0d0,68234,403,4698,181,46,1700,7689508002_Valle del Cauca_Zarzal_Parque,ZARZAL
01/11/2021,34fa9f246fc0,121458,275,6463,83,36,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
01/11/2021,34fa9f245c70,12039,19,316,57,13,1706,7682308002_Valle del Cauca_Toro_El Chanco,TORO
01/11/2021,34fa9f249860,99302,383,3136,227,76,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
01/11/2021,34fa9f248790,91409,518,5931,224,64,1719,7640008003_LA UNION_SAN PEDRO,LA UNION
